['682716753374351360', 'person', 'wine', 'holding', 'fruit', 'picture']
['821868271997566976', 'light', 'lit', 'sign', 'red', 'white']
['821868276275888129', 'pink', 'salad', 'fruit', 'bowl', 'plate']
['821868285096579073', 'player', 'baseball', 'cover', 'writing', 'cell']
['821868287420231681', 'beach', 'frisbee', 'playing', 'woman', 'young']
['821868308781789192', 'woman', 'man', 'phone', 'cell', 'talking']
['821868312334372864', 'woman', 'man', 'picture', 'cell', 'holding']
['821868313500336129', 'sign', 'street', 'writing', 'signs', 'picture']
['821868329656840192', 'men', 'man', 'standing', 'woman', 'ties']
['821868336380256257', 'standing', 'group', 'people', 'man', 'party']
['821868338817142785', 'men', 'standing', 'group', 'picture', 'people']
['821868341669281792', 'air', 'people', 'man', 'skateboard', 'standing']
['821868344898887681', 'man', 'holding', 'doughnut', 'wearing', 'picture']
['821868350628188161', 'snow', 'man', 'sitting', 'mountain', 'laying']
['821868351760822273', 'white', 'sign', 'air', 'lights', 'traffic']
['821868367753703428', 'scissors', 'sitting', 'skis', 'different', 'poles']
['821868373873147906', 'tennis', 'woman', 'court', 'racket', 'wii']
['821868386787397632', 'playing', 'people', 'room', 'man', 'blurry']
['821868420929044480', 'riding', 'man', 'sitting', 'skateboard', 'wearing']
['821868425127411713', 'cat', 'game', 'wii', 'book', 'laying']
['821868440046764034', 'man', 'woman', 'keyboard', 'sign', 'picture']
['821868450071113728', 'people', 'group', 'man', 'watching', 'skateboard']
['821868460196110336', 'sign', 'pair', 'scissors', 'frisbee', 'paper']
['821868464465809408', 'cell', 'phone', 'woman', 'picture', 'taking']
['821868475924836358', 'sign', 'graffiti', 'blue', 'street', 'white']
['821868483277426688', 'table', 'sitting', 'white', 'sign', 'holding']
['821868484548263936', 'cat', 'sitting', 'laying', 'table', 'brown']
['821868502331990016', 'people', 'man', 'night', 'field', 'air']
['821868514344509441', 'tie', 'young', 'wearing', 'boy', 'woman']
['821868523899195392', 'man', 'keyboard', 'people', 'standing', 'smiling']
['821868531197341696', 'man', 'picture', 'woman', 'refrigerator', 'suit']
['821868539011276800', 'people', 'water', 'man', 'standing', 'boat']
['821868539808083968', 'people', 'table', 'sitting', 'plates', 'standing']
['821868542618284033', 'woman', 'phone', 'sign', 'man', 'cell']
['821868553540288512', 'keyboard', 'mouse', 'sitting', 'background', 'white']
['821868563946409984', 'man', 'young', 'toothbrush', 'mirror', 'car']
['821868567721312256', 'sign', 'street', 'white', 'close', 'says']
['821868569273266180', 'man', 'standing', 'wearing', 'tie', 'suit']
['821868577892552705', 'train', 'sitting', 'crossing', 'red', 'building']
['821868581243781120', 'sign', 'picture', 'writing', 'business', 'photo']
['821868584280408064', 'woman', 'cell', 'lady', 'phone', 'wearing']
['821868593042300928', 'man', 'woman', 'smiling', 'standing', 'men']
['821868594413924352', 'man', 'men', 'woman', 'cell', 'phones']
['821868606426226689', 'girls', 'woman', 'group', 'young', 'sitting']
['821868628081512449', 'white', 'dog', 'playing', 'tennis', 'bowl']
['821868635178364933', 'cell', 'women', 'phones', 'group', 'woman']
['821868638206509057', 'flag', 'different', 'people', 'types', 'fruit']
['821868649313169408', 'woman', 'picture', 'brushing', 'man', 'teeth']
['821868649988456448', 'cars', 'lot', 'car', 'parking', 'street']
['821868651221581825', 'red', 'white', 'cake', 'plate', 'sky']
['821868665305964544', 'woman', 'wearing', 'smiling', 'glasses', 'young']
['821868668158181376', 'black', 'sign', 'photo', 'writing', 'keyboard']
['821868671366791169', 'dog', 'looking', 'cat', 'head', 'sitting']
['821868697568559104', 'suit', 'man', 'woman', 'wearing', 'tie']
['821868706519273472', 'standing', 'man', 'men', 'people', 'group']
['821868723892002816', 'sign', 'wii', 'player', 'game', 'air']
['821868743240224769', 'man', 'woman', 'people', 'person', 'playing']
['821868744330936320', 'man', 'soccer', 'playing', 'men', 'group']
['821868747245973505', 'man', 'woman', 'playing', 'wearing', 'men']
['821868748542013442', 'keyboard', 'mouse', 'black', 'sitting', 'player']
['821868763461091329', 'boy', 'wii', 'young', 'sitting', 'small']
['821868770385858562', 'writing', 'sign', 'lines', 'white', 'keyboard']
['821868776912207872', 'sign', 'white', 'scissors', 'attached', 'wii']
['821868781672759296', 'woman', 'girl', 'hair', 'wearing', 'brushing']
['821868782780055557', 'women', 'picture', 'standing', 'group', 'young']
['821868801176326145', 'flowers', 'market', 'umbrellas', 'garden', 'people']
['821868806645645312', 'hat', 'wearing', 'man', 'woman', 'red']
['821868822420459520', 'sitting', 'cake', 'stuffed', 'blue', 'child']
['821868860005613570', 'light', 'sign', 'sky', 'cat', 'sun']
['821868864036290560', 'people', 'man', 'skateboard', 'standing', 'wearing']
['821868871229603840', 'man', 'woman', 'glass', 'playing', 'cell']
['821868874899537920', 'man', 'cell', 'phone', 'woman', 'street']
['821868878561165312', 'table', 'sitting', 'white', 'paper', 'person']
['821868878716276736', 'sign', 'baseball', 'writing', 'parking', 'lines']
['821868879404118016', 'sign', 'white', 'street', 'air', 'writing']
['821868883615199233', 'beach', 'surfboard', 'person', 'view', 'white']
['821868884189913088', 'man', 'woman', 'phone', 'cell', 'food']
['821868896374300672', 'lit', 'red', 'building', 'lights', 'clock']
['821868899457187840', 'parking', 'blue', 'red', 'lot', 'white']
['821868912367333376', 'man', 'woman', 'cell', 'street', 'talking']
['821868914242154500', 'woman', 'man', 'wearing', 'cell', 'picture']
['821868917702463488', 'yellow', 'banana', 'surfboard', 'young', 'holding']
['821868928762687488', 'standing', 'picture', 'people', 'women', 'pose']
['821868932529324034', 'car', 'close', 'sign', 'red', 'sitting']
['821868937616838656', 'bananas', 'sitting', 'noodles', 'bunches', 'pile']
['821868951114280962', 'sign', 'wii', 'writing', 'remote', 'controllers']
['821868954759131138', 'white', 'book', 'scissors', 'box', 'cover']
['821868962606682113', 'keyboard', 'white', 'mouse', 'sky', 'close']
['821868966662512640', 'woman', 'man', 'chair', 'standing', 'hat']
['821868986761670656', 'sitting', 'laptop', 'picture', 'photo', 'screen']
['821868993959038976', 'man', 'food', 'woman', 'eating', 'smiling']
['821868995594846208', 'display', 'store', 'sign', 'shop', 'keyboard']
['821869021909938176', 'woman', 'white', 'man', 'phone', 'cell']
['821869027014443013', 'zebra', 'cake', 'sitting', 'plate', 'glass']
['821869046157156353', 'woman', 'playing', 'man', 'child', 'sitting']
['821869049265188869', 'men', 'picture', 'cake', 'team', 'photo']
['821869056005443584', 'plate', 'food', 'salad', 'white', 'bowl']
['821869059750895616', 'people', 'sitting', 'colorful', 'colored', 'table']
['821869062254948353', 'sign', 'street', 'white', 'red', 'says']
['821869073915084802', 'man', 'cell', 'boy', 'woman', 'phone']
['821869074036748288', 'sign', 'air', 'different', 'scissors', 'pink']
['821869084040200193', 'people', 'crowd', 'group', 'standing', 'line']
['821869100788023297', 'man', 'food', 'picture', 'people', 'skateboard']
['821869104156082179', 'standing', 'dog', 'woman', 'head', 'horse']
['821869125609754625', 'tennis', 'court', 'men', 'rackets', 'standing']
['821869134946430976', 'playing', 'game', 'woman', 'women', 'man']
['821869136632377344', 'street', 'cars', 'city', 'night', 'busy']
['821869143523790848', 'sign', 'street', 'sky', 'parking', 'white']
['821869144706576386', 'man', 'woman', 'phone', 'wearing', 'standing']
['821869145465716736', 'keyboard', 'women', 'smiling', 'standing', 'posing']
['821869146421923840', 'man', 'suit', 'standing', 'kitchen', 'food']
['821869151023079424', 'holding', 'man', 'wii', 'doughnut', 'holds']
['821869167238348800', 'sign', 'says', 'counter', 'street', 'small']
['821869170098847744', 'man', 'snow', 'bear', 'white', 'flowers']
['821869180790181890', 'dark', 'sky', 'night', 'lit', 'light']
['821869190940266497', 'white', 'lines', 'writing', 'black', 'close']
['821869198653669376', 'tv', 'television', 'watching', 'lit', 'close']
['821869198980718592', 'wearing', 'hat', 'tie', 'woman', 'pink']
['821869203322011648', 'sign', 'writing', 'time', 'white', 'displayed']
['821869207553851392', 'sign', 'writing', 'says', 'turn', 'white']
['821869207826534400', 'picture', 'writing', 'woman', 'cell', 'holding']
['821869214218747904', 'wearing', 'tie', 'blue', 'mouth', 'shirt']
['821869221508476928', 'woman', 'cell', 'standing', 'phone', 'talking']
['821869225228832768', 'woman', 'dark', 'man', 'lit', 'standing']
['821869230333120513', 'white', 'sign', 'writing', 'lines', 'baseball']
['821869239090827264', 'man', 'child', 'playing', 'person', 'woman']
['821869241930498048', 'laying', 'ground', 'playing', 'sitting', 'shoes']
['821869262935625729', 'sign', 'sitting', 'white', 'black', 'cat']
['821869285031219200', 'woman', 'girl', 'cell', 'phone', 'hair']
['821869291746328577', 'eating', 'woman', 'holding', 'doughnut', 'girl']
['821869296662016004', 'man', 'wii', 'scissors', 'playing', 'woman']
['821869298658537473', 'sign', 'sitting', 'wall', 'scissors', 'writing']
['821869304576475136', 'picture', 'screen', 'air', 'photo', 'television']
['821869311333539841', 'white', 'beach', 'table', 'surfboards', 'seen']
['821869327406264322', 'woman', 'man', 'wearing', 'young', 'playing']
['821869333806776320', 'people', 'group', 'sitting', 'woman', 'women']
['821869339263598592', 'window', 'man', 'standing', 'mirror', 'walking']
['821869347144613888', 'keyboard', 'mouse', 'sitting', 'white', 'cover']
['821869361174441984', 'sign', 'white', 'picture', 'writing', 'wall']
['821869365628928002', 'men', 'group', 'standing', 'man', 'teeth']
['821869367423954944', 'man', 'laying', 'wearing', 'bed', 'woman']
['821869392841445378', 'man', 'air', 'skateboard', 'picture', 'snowboard']
['821869393378480128', 'sign', 'white', 'time', 'close', 'parking']
['821869431236202496', 'cake', 'cutting', 'man', 'woman', 'couple']
['821869442950897666', 'holding', 'person', 'hand', 'hands', 'wii']
['821869450886598656', 'white', 'scissors', 'sitting', 'paper', 'sign']
['821869458088198144', 'woman', 'people', 'talking', 'cell', 'picture']
['821869474680807425', 'playing', 'people', 'group', 'frisbee', 'men']
['821869480485777413', 'slice', 'doughnut', 'holding', 'pizza', 'paper']
['821869483371266048', 'woman', 'young', 'man', 'girl', 'sitting']
['821869491084808192', 'man', 'holding', 'woman', 'fruit', 'food']
['821869491718156288', 'building', 'store', 'bed', 'red', 'kitchen']
['821869520428171268', 'hand', 'person', 'holding', 'mouse', 'phone']
['821869546965495808', 'tennis', 'man', 'player', 'sign', 'picture']
['821869574844887040', 'purple', 'pink', 'cup', 'scissors', 'girl']
['821869581690093572', 'display', 'store', 'window', 'shelves', 'types']
['821869582038237184', 'man', 'standing', 'bed', 'laying', 'zebra']
['821869598714818560', 'woman', 'man', 'holding', 'mirror', 'standing']
['821869605081772033', 'woman', 'standing', 'women', 'men', 'man']
['821869612564418561', 'woman', 'surfboard', 'man', 'young', 'girl']
['821869627512918016', 'woman', 'man', 'wearing', 'hat', 'green']
['821869643061137408', 'woman', 'girl', 'young', 'phone', 'holding']
['821869657535762432', 'woman', 'women', 'standing', 'surfboard', 'street']
['821869671225901056', 'sign', 'street', 'road', 'mountain', 'displayed']
['821869674497474560', 'woman', 'child', 'standing', 'young', 'tennis']
['821869675759812608', 'people', 'group', 'crowd', 'cell', 'phones']
['821869677852835840', 'man', 'suit', 'woman', 'table', 'sitting']
['821869678305873921', 'men', 'standing', 'group', 'people', 'wearing']
['821869682118578178', 'man', 'court', 'standing', 'tennis', 'woman']
['821869682290520064', 'man', 'woman', 'phone', 'cell', 'smiling']
['821869693208141824', 'keyboard', 'player', 'writing', 'sitting', 'cover']
['821869699369762816', 'keyboard', 'man', 'boy', 'standing', 'doughnut']
['821869699600220162', 'holding', 'frisbee', 'wii', 'toilet', 'blue']
['821869700833574912', 'table', 'display', 'remotes', 'scissors', 'book']
['821869702796349441', 'men', 'man', 'suits', 'standing', 'tie']
['821869704734183424', 'mountain', 'view', 'airplane', 'plane', 'mountains']
['821869705854091264', 'people', 'city', 'crowd', 'street', 'watching']
['821869707263438848', 'red', 'keyboard', 'sign', 'sitting', 'writing']
['821869712313290752', 'wii', 'game', 'remote', 'controllers', 'controller']
['821869719938596864', 'sign', 'black', 'street', 'woman', 'standing']
['821869720039092224', 'truck', 'animals', 'laying', 'stuffed', 'bed']
['821869727580422144', 'woman', 'girl', 'smiling', 'child', 'holding']
['821869731628060673', 'people', 'group', 'standing', 'picture', 'large']
['821869739752493056', 'woman', 'wearing', 'young', 'cake', 'holding']
['821869740171857920', 'laptop', 'man', 'woman', 'bed', 'sitting']
['821869763169230848', 'baseball', 'player', 'bat', 'swinging', 'ball']
['821869764700241920', 'picture', 'group', 'men', 'team', 'restaurant']
['821869766763827203', 'woman', 'couch', 'room', 'sitting', 'man']
['821869767569051648', 'scissors', 'display', 'table', 'different', 'colored']
['821869779241738240', 'woman', 'bed', 'sitting', 'laying', 'person']
['821869780735066112', 'riding', 'woman', 'young', 'sitting', 'horse']
['821870486372155393', 'man', 'air', 'scissors', 'wearing', 'person']
['821880162140749824', 'street', 'sign', 'lines', 'writing', 'white']
['821914675692576769', 'white', 'wall', 'keyboard', 'wii', 'lines']
['821919113769533442', 'kitchen', 'display', 'colored', 'model', 'counter']
['821952348327124992', 'table', 'sitting', 'sink', 'laptop', 'counter']
['821956317258485760', 'sign', 'turn', 'street', 'black', 'book']
['821987438260350976', 'man', 'sign', 'holding', 'picture', 'wearing']
['821996501966712833', 'keyboard', 'wii', 'sitting', 'close', 'game']
['821997332346437632', 'sign', 'red', 'clock', 'sitting', 'building']
['822053378649780227', 'black', 'sign', 'photo', 'white', 'large']
['822058936274538496', 'red', 'sign', 'parking', 'street', 'says']
['822097672622444544', 'table', 'suitcase', 'display', 'case', 'laying']
['822100558282526721', 'sign', 'street', 'sky', 'black', 'white']
['822104688401055744', 'white', 'sign', 'sitting', 'parking', 'race']
['822106056104898560', 'boy', 'suit', 'wearing', 'tie', 'young']
['822116641051906052', 'sitting', 'hanging', 'wall', 'writing', 'pink']
['822119597935628289', 'man', 'standing', 'wearing', 'snow', 'phone']
['822142234015518720', 'paper', 'scissors', 'wii', 'white', 'close']
['822148435918913536', 'wii', 'lines', 'game', 'writing', 'remote']
['822151848526233601', 'keyboard', 'cup', 'coffee', 'desk', 'sitting']
['822169180199862278', 'keyboard', 'mouse', 'sitting', 'image', 'picture']
['822190300848390150', 'window', 'hat', 'sitting', 'red', 'man']
['822192507538853888', 'street', 'truck', 'road', 'bus', 'driving']
['822200251281002496', 'scissors', 'pair', 'table', 'sitting', 'white']
['822222149742166017', 'sign', 'street', 'black', 'white', 'stop']
['822222164027916288', 'street', 'people', 'cross', 'walking', 'sidewalk']
['822222172785639424', 'woman', 'phone', 'cell', 'phones', 'talking']
['822222173670608896', 'group', 'people', 'standing', 'smiling', 'posing']
['822222175646019584', 'dog', 'standing', 'brown', 'black', 'laying']
['822222176153546753', 'woman', 'young', 'wearing', 'bed', 'blue']
['822222177596567552', 'herd', 'cows', 'field', 'grass', 'cattle']
['822222181899890688', 'man', 'cell', 'woman', 'sitting', 'phone']
['822222182872977409', 'man', 'ball', 'player', 'baseball', 'players']
['822222183900545025', 'holding', 'sitting', 'woman', 'man', 'toilet']
['822222192402427904', 'table', 'floor', 'laying', 'white', 'board']
['822222196395282432', 'bench', 'sitting', 'view', 'water', 'benches']
['822222199729901569', 'woman', 'cell', 'man', 'phone', 'standing']
['822222201126551554', 'woman', 'skateboard', 'man', 'riding', 'girl']
['822222203425058816', 'lit', 'windows', 'lights', 'large', 'blurry']
['822222211599699968', 'bus', 'snow', 'school', 'road', 'man']
['822222217408811008', 'man', 'woman', 'walking', 'photo', 'window']
['822222221124964352', 'tie', 'man', 'suit', 'wearing', 'white']
['822222229425491972', 'man', 'tie', 'suit', 'wearing', 'smiling']
['822222232608968707', 'people', 'blurry', 'street', 'lit', 'man']
['822222234718785537', 'shoes', 'legs', 'person', 'suitcase', 'skateboard']
['822222235846881280', 'people', 'group', 'standing', 'men', 'man']
['822222237885460480', 'sitting', 'keyboard', 'picture', 'background', 'close']
['822222267748941825', 'people', 'cell', 'phones', 'street', 'group']
['822222269057355777', 'sitting', 'bed', 'scissors', 'book', 'table']
['822222269317521408', 'keyboard', 'sitting', 'writing', 'phones', 'image']
['822222281300643840', 'group', 'people', 'standing', 'men', 'tennis']
['822222295385182209', 'woman', 'surfboard', 'white', 'girl', 'tennis']
['822222301542354944', 'sign', 'white', 'doughnut', 'holding', 'picture']
['822222302234320897', 'woman', 'tennis', 'blue', 'wearing', 'young']
['822222320685252610', 'cake', 'cat', 'sitting', 'birthday', 'woman']
['822222322077552640', 'man', 'playing', 'woman', 'men', 'holding']
['822222325797908480', 'woman', 'wearing', 'sign', 'girl', 'red']
['822222327446388736', 'street', 'cell', 'skateboards', 'sidewalk', 'talking']
['822222332823339009', 'men', 'holding', 'playing', 'man', 'woman']
['822222332999528448', 'woman', 'standing', 'wearing', 'man', 'tie']
['822222335017156614', 'man', 'standing', 'holding', 'frisbee', 'woman']
['822222344072626177', 'road', 'view', 'mountains', 'window', 'sun']
['822222349256822784', 'people', 'group', 'line', 'standing', 'business']
['822222349944651776', 'sign', 'sky', 'street', 'white', 'stop']
['822222361298497536', 'woman', 'standing', 'man', 'posing', 'wedding']
['822222381066260481', 'white', 'black', 'zebra', 'large', 'clock']
['822222392051240960', 'sky', 'clouds', 'cloudy', 'air', 'flying']
['822222400771227649', 'man', 'doughnut', 'woman', 'chocolate', 'dessert']
['822222423495802880', 'group', 'people', 'event', 'men', 'picture']
['822222434761850880', 'fries', 'plate', 'french', 'hot', 'dogs']
['822222438855544832', 'people', 'group', 'woman', 'man', 'picture']
['822222450863837188', 'baby', 'holding', 'bear', 'young', 'boy']
['822222451459248128', 'man', 'standing', 'wii', 'refrigerator', 'woman']
['822222455800561664', 'man', 'cake', 'wedding', 'woman', 'men']
['822222459722088449', 'street', 'city', 'busy', 'large', 'tall']
['822222460024037376', 'woman', 'cell', 'women', 'phone', 'young']
['822222466957398016', 'people', 'group', 'laptops', 'laptop', 'table']
['822222471713521665', 'table', 'wine', 'glasses', 'sitting', 'tea']
['822222472653045760', 'beach', 'game', 'wii', 'picture', 'screen']
['822222474133782531', 'brushing', 'teeth', 'man', 'woman', 'toothbrush']
['822222476860157952', 'holding', 'men', 'table', 'man', 'woman']
['822222490667806728', 'lights', 'lit', 'street', 'city', 'time']
['822222514029993984', 'beach', 'woman', 'surfboard', 'girl', 'young']
['822222515011547137', 'man', 'holding', 'shirt', 'wearing', 'woman']
['822222531402809346', 'man', 'suit', 'picture', 'wearing', 'sign']
['822222535005765633', 'table', 'laying', 'shoes', 'sitting', 'pair']
['822222565867257857', 'bed', 'wooden', 'table', 'wood', 'couch']
['822222570090950656', 'truck', 'large', 'cars', 'street', 'building']
['822222570942590977', 'display', 'window', 'woman', 'white', 'mirror']
['822222574486581248', 'man', 'young', 'woman', 'person', 'holding']
['822222579368886274', 'holding', 'men', 'woman', 'women', 'picture']
['822222581189132288', 'sign', 'sky', 'street', 'player', 'air']
['822222584720801792', 'baseball', 'lit', 'picture', 'sign', 'photo']
['822222587711410176', 'man', 'street', 'standing', 'suit', 'wearing']
['822222590924070912', 'cat', 'woman', 'laying', 'bed', 'person']
['822222609664200704', 'road', 'street', 'people', 'sitting', 'city']
['822222628328849409', 'playing', 'court', 'man', 'tennis', 'group']
['822222630929502208', 'different', 'tall', 'photos', 'wall', 'picture']
['822222630950354944', 'tennis', 'court', 'woman', 'man', 'ball']
['822222636407263232', 'people', 'kitchen', 'woman', 'standing', 'man']
['822222637287895040', 'woman', 'cake', 'looking', 'man', 'cell']
['822222639301271553', 'woman', 'baby', 'child', 'picture', 'bathroom']
['822222640165306368', 'crowd', 'people', 'umbrellas', 'large', 'fruit']
['822222641931190273', 'sign', 'street', 'white', 'says', 'writing']
['822222646729326594', 'blue', 'bowl', 'sitting', 'white', 'hat']
['822222659496935425', 'wine', 'glass', 'glasses', 'night', 'lit']
['822222670007832577', 'toothbrush', 'sitting', 'tie', 'wearing', 'board']
['822222682741768192', 'pink', 'red', 'sign', 'team', 'picture']
['822222710260412416', 'cat', 'laying', 'dog', 'sleeping', 'cats']
['822222718678528000', 'colored', 'table', 'kites', 'colorful', 'hanging']
['822222721157214208', 'people', 'crowd', 'line', 'standing', 'crowded']
['822222721224359936', 'man', 'standing', 'woman', 'party', 'tie']
['822222722730074114', 'picture', 'man', 'white', 'kitchen', 'people']
['822222727092125697', 'woman', 'sitting', 'man', 'cake', 'baby']
['822222727670951936', 'wii', 'man', 'playing', 'game', 'video']
['822222747329765377', 'woman', 'people', 'standing', 'taking', 'man']
['822222750219649024', 'sign', 'yellow', 'wall', 'table', 'mounted']
['822222764127948800', 'man', 'cell', 'phone', 'talking', 'woman']
['822222770511761409', 'white', 'paper', 'sitting', 'keyboard', 'display']
['822222770947977216', 'men', 'tie', 'suits', 'woman', 'standing']
['822222776887050243', 'bananas', 'people', 'group', 'playing', 'men']
['822222788610007041', 'night', 'city', 'lit', 'street', 'lights']
['822222788798926849', 'christmas', 'flowers', 'lights', 'lit', 'television']
['822222796881326080', 'keyboard', 'donuts', 'plate', 'lit', 'doughnut']
['822222831157211136', 'man', 'tie', 'wearing', 'glasses', 'suit']
['822222832817950720', 'night', 'lit', 'city', 'lights', 'street']
['822222839419781120', 'woman', 'close', 'red', 'sign', 'sitting']
['822222850270621702', 'hat', 'man', 'sitting', 'wearing', 'photo']
['822222852808146944', 'woman', 'phone', 'cell', 'wearing', 'mouth']
['822222854678867969', 'street', 'people', 'wedding', 'standing', 'picture']
['822222865525252096', 'man', 'people', 'men', 'photo', 'riding']
['822222869052686336', 'holding', 'boy', 'young', 'wearing', 'mouth']
['822222879479779329', 'woman', 'women', 'brushing', 'smiling', 'young']
['822222882734567424', 'man', 'couch', 'sitting', 'men', 'woman']
['822222906029723649', 'woman', 'man', 'young', 'wearing', 'standing']
['822222913151664134', 'woman', 'standing', 'man', 'black', 'wearing']
['822222927160446976', 'bed', 'flowers', 'sitting', 'pile', 'bananas']
['822222941253488640', 'woman', 'brushing', 'teeth', 'mirror', 'wearing']
['822222949021270016', 'display', 'window', 'woman', 'white', 'mirror']
['822222962371592192', 'woman', 'playing', 'young', 'black', 'wearing']
['822222964875608064', 'women', 'girls', 'woman', 'wine', 'people']
['822222967757115392', 'pink', 'different', 'hand', 'person', 'mouse']
['822222969904635904', 'man', 'kitchen', 'standing', 'men', 'woman']
['822222979425832960', 'man', 'blue', 'wearing', 'tie', 'suit']
['822222992545562624', 'lit', 'lights', 'white', 'building', 'clock']
['822222999965274113', 'woman', 'standing', 'lady', 'wearing', 'hair']
['822223012153987072', 'man', 'cat', 'wearing', 'doughnut', 'glasses']
['822223029728055296', 'hat', 'wearing', 'man', 'woman', 'phone']
['822223030650830848', 'red', 'train', 'sign', 'station', 'stop']
['822223053069447170', 'sitting', 'table', 'pizza', 'room', 'view']
['822223068554592256', 'man', 'woman', 'phone', 'cell', 'young']
['822223069326344192', 'wii', 'controller', 'game', 'remote', 'video']
['822223071469768704', 'wall', 'green', 'sitting', 'clock', 'hanging']
['822223078226694144', 'woman', 'young', 'wii', 'girl', 'brushing']
['822223093578010624', 'woman', 'standing', 'girl', 'dress', 'blue']
['822223098413977600', 'people', 'group', 'cell', 'phone', 'phones']
['822223113207316481', 'soccer', 'ball', 'playing', 'players', 'young']
['822223114377555969', 'sign', 'street', 'sky', 'road', 'writing']
['822223118286647297', 'woman', 'couch', 'dog', 'bed', 'boy']
['822223123164655616', 'woman', 'sitting', 'girl', 'standing', 'phone']
['822223123563028482', 'people', 'court', 'bar', 'tennis', 'woman']
['822223137601261568', 'keyboard', 'mouse', 'close', 'water', 'background']
['822223154223480832', 'man', 'giraffe', 'cell', 'standing', 'holding']
['822223164432326657', 'photo', 'lit', 'blurry', 'black', 'picture']
['822223170581176321', 'pink', 'young', 'girl', 'doughnut', 'donut']
['822223175840858113', 'man', 'night', 'air', 'sky', 'lit']
['822223178261008384', 'lights', 'wine', 'glass', 'lit', 'bar']
['822223182660833280', 'lit', 'lights', 'filled', 'street', 'large']
['822223183927332864', 'woman', 'cell', 'phone', 'holding', 'picture']
['822223185592586240', 'wearing', 'woman', 'holding', 'hat', 'uniform']
['822223192177672193', 'man', 'standing', 'woman', 'wearing', 'picture']
['822223193150722060', 'man', 'cell', 'phone', 'standing', 'woman']
['822223202336112640', 'sky', 'large', 'window', 'blue', 'white']
['822223222598823936', 'bathroom', 'white', 'toilet', 'sink', 'green']
['822223226574995456', 'keyboard', 'woman', 'laptop', 'phone', 'cellphone']
['822223227648774144', 'lights', 'lit', 'night', 'street', 'city']
['822223230953996289', 'cat', 'sitting', 'sleeping', 'orange', 'cake']
['822223231235084288', 'people', 'sitting', 'table', 'group', 'woman']
['822223232916930561', 'woman', 'person', 'man', 'table', 'holding']
['822223235294990336', 'sign', 'scissors', 'white', 'sky', 'pair']
['822223246556860418', 'person', 'close', 'hand', 'holding', 'man']
['822223256556027904', 'sitting', 'table', 'sit', 'sign', 'writing']
['822223264265084928', 'dog', 'wearing', 'hat', 'sitting', 'woman']
['822223268283383808', 'man', 'phone', 'pink', 'cell', 'holding']
['822223269960904704', 'tennis', 'woman', 'court', 'girl', 'playing']
['822223275610673153', 'people', 'woman', 'table', 'sitting', 'standing']
['822223276978094080', 'man', 'woman', 'drinking', 'standing', 'cell']
['822223288369868801', 'man', 'tie', 'wearing', 'glasses', 'smiling']
['822223292039839748', 'woman', 'women', 'phones', 'people', 'cell']
['822223296003444736', 'woman', 'window', 'standing', 'man', 'shop']
['822223296993357824', 'woman', 'girl', 'scissors', 'holding', 'lady']
['822223297525915648', 'people', 'man', 'blurry', 'room', 'large']
['822223317289603073', 'field', 'fence', 'sitting', 'sheep', 'inside']
['822223323165769730', 'cat', 'white', 'sitting', 'blue', 'black']
['822223323207757824', 'people', 'women', 'group', 'woman', 'picture']
['822223329805430785', 'mirror', 'toothbrush', 'man', 'window', 'microwave']
['822223349078224897', 'woman', 'cell', 'phone', 'face', 'smiling']
['822223369844166660', 'sitting', 'white', 'blue', 'laying', 'floating']
['822223372088180736', 'man', 'wearing', 'tie', 'shirt', 'holding']
['822223386269089792', 'dog', 'laying', 'red', 'plate', 'white']
['822223393105838082', 'man', 'tie', 'shirt', 'standing', 'wearing']
['822223398638063618', 'woman', 'man', 'mirror', 'air', 'wedding']
['822223399284051968', 'people', 'standing', 'group', 'giraffe', 'picture']
['822223400949190657', 'white', 'pink', 'dog', 'mouth', 'stuffed']
['822223408649801729', 'boy', 'eating', 'young', 'brushing', 'child']
['822223408712794113', 'standing', 'group', 'people', 'picture', 'suits']
['822223413410459650', 'sign', 'street', 'white', 'writing', 'says']
['822223424139431936', 'white', 'air', 'man', 'writing', 'book']
['822223432762814464', 'sign', 'street', 'white', 'player', 'writing']
['822223439540981761', 'table', 'boat', 'sitting', 'flowers', 'water']
['822223456393531392', 'sign', 'street', 'sky', 'white', 'road']
['822223457643626496', 'holding', 'boy', 'young', 'little', 'bear']
['822223462022414336', 'lit', 'cake', 'candles', 'black', 'night']
['822223480057974785', 'woman', 'girl', 'holding', 'shirt', 'young']
['822223481181847552', 'man', 'woman', 'tie', 'wearing', 'looking']
['822223493911769096', 'woman', 'man', 'photo', 'picture', 'cell']
['822223502992429056', 'woman', 'man', 'boy', 'giraffe', 'brushing']
['822223505072607232', 'dog', 'bed', 'laying', 'sleeping', 'white']
['822223505542348800', 'man', 'brushing', 'teeth', 'toothbrush', 'woman']
['822223507769724928', 'woman', 'picture', 'bathroom', 'toothbrush', 'brushing']
['822223529341054976', 'man', 'keyboard', 'suit', 'wearing', 'picture']
['822223546327908352', 'man', 'wedding', 'air', 'street', 'woman']
['822223561083367424', 'woman', 'man', 'young', 'cell', 'laying']
['822223566867402752', 'cat', 'outside', 'filled', 'street', 'sitting']
['822223576254255104', 'woman', 'man', 'cell', 'phone', 'picture']
['822223585456558080', 'people', 'group', 'business', 'suits', 'photo']
