['682716753374351360', 'different', 'display', 'types', 'sitting', 'donuts']
['822947369134202881', 'man', 'wearing', 'tie', 'holding', 'phone']
['822947369151066113', 'horse', 'man', 'sitting', 'woman', 'standing']
['822947370748915712', 'parking', 'cars', 'car', 'road', 'traffic']
['822947379519324164', 'street', 'traffic', 'city', 'people', 'lights']
['822947381062893574', 'group', 'holding', 'picture', 'men', 'standing']
['822947388969156608', 'oranges', 'apples', 'sitting', 'box', 'pile']
['822947389531037696', 'man', 'men', 'sitting', 'people', 'holding']
['822947394631385089', 'christmas', 'tree', 'people', 'man', 'large']
['822947397789569025', 'street', 'city', 'cars', 'traffic', 'signs']
['822947401681903616', 'sign', 'red', 'pink', 'sitting', 'stop']
['822947409567289344', 'man', 'sitting', 'kitchen', 'wearing', 'holding']
['822947417763053568', 'bear', 'holding', 'sitting', 'teddy', 'wearing']
['822947431104978944', 'sign', 'woman', 'man', 'holding', 'sitting']
['822947444988248065', 'holding', 'woman', 'man', 'tennis', 'phone']
['822947450537340929', 'sitting', 'table', 'men', 'people', 'sit']
['822947450612776960', 'brown', 'dog', 'looking', 'face', 'laying']
['822947456107188224', 'man', 'sitting', 'street', 'woman', 'phone']
['822947457222873088', 'men', 'playing', 'holding', 'man', 'standing']
['822947460809105408', 'street', 'people', 'man', 'road', 'park']
['822947469835145216', 'people', 'group', 'crowd', 'street', 'outside']
['822947470862848000', 'sign', 'street', 'man', 'signs', 'pole']
['822947479498948609', 'street', 'sign', 'traffic', 'pole', 'signs']
['822947480866353155', 'sitting', 'black', 'white', 'picture', 'photo']
['822947493252046849', 'sun', 'airplane', 'clouds', 'sunset', 'flying']
['822947499887435776', 'man', 'tree', 'people', 'trees', 'park']
['822947500109819905', 'sitting', 'people', 'man', 'men', 'group']
['822947501615484929', 'cell', 'phone', 'man', 'woman', 'sitting']
['822947503557451777', 'teddy', 'crowd', 'people', 'man', 'stuffed']
['822947521647415296', 'frisbee', 'man', 'field', 'playing', 'young']
['822947526739423232', 'sitting', 'street', 'red', 'black', 'table']
['822947530187173888', 'man', 'suit', 'wearing', 'men', 'woman']
['822947536830955520', 'light', 'traffic', 'sitting', 'black', 'desk']
['822947537481043968', 'street', 'people', 'group', 'standing', 'man']
['822947540794482688', 'black', 'picture', 'white', 'sitting', 'photo']
['822947548793081856', 'man', 'sitting', 'people', 'person', 'wearing']
['822947555541741569', 'man', 'holding', 'baseball', 'wearing', 'bat']
['822947558049730560', 'laying', 'bed', 'woman', 'man', 'couch']
['822947558892904449', 'street', 'train', 'road', 'bridge', 'traffic']
['822947560318967808', 'table', 'sitting', 'food', 'bananas', 'toilets']
['822947565381369856', 'men', 'group', 'playing', 'kites', 'people']
['822947569714286592', 'man', 'playing', 'men', 'game', 'wii']
['822947575686955008', 'man', 'board', 'blue', 'surfboard', 'holding']
['822947592149471232', 'people', 'street', 'crowd', 'large', 'walking']
['822947607769006080', 'truck', 'road', 'car', 'cars', 'street']
['822947610256437249', 'colorful', 'red', 'sitting', 'sign', 'white']
['822947614664560641', 'people', 'wall', 'building', 'sitting', 'picture']
['822947619924283393', 'holding', 'woman', 'man', 'smiling', 'phone']
['822947620532453376', 'street', 'sign', 'man', 'playing', 'sidewalk']
['822947630963716096', 'man', 'sign', 'street', 'truck', 'sitting']
['822947671996502017', 'sitting', 'bench', 'holding', 'boy', 'man']
['822947684877156352', 'truck', 'road', 'car', 'parked', 'white']
['822947694838738944', 'sitting', 'table', 'donuts', 'bananas', 'blue']
['822947702321266688', 'playing', 'tennis', 'game', 'ball', 'court']
['822947709866901508', 'man', 'sign', 'holding', 'picture', 'skateboard']
['822947736991494144', 'man', 'men', 'playing', 'baseball', 'players']
['822947739348582401', 'street', 'people', 'walking', 'group', 'standing']
['822947747816816640', 'baseball', 'boy', 'bat', 'holding', 'young']
['822947763184955392', 'men', 'man', 'playing', 'woman', 'frisbee']
['822947767609761792', 'people', 'man', 'men', 'group', 'crowd']
['822947780679368706', 'desk', 'sitting', 'black', 'light', 'keyboard']
['822947788510154753', 'baseball', 'man', 'player', 'holding', 'wearing']
['822947809368358913', 'bear', 'teddy', 'boy', 'game', 'holding']
['822947813633982466', 'man', 'suit', 'wearing', 'tie', 'black']
['822947827164712960', 'group', 'holding', 'sign', 'people', 'standing']
['822947839714217985', 'teddy', 'bear', 'wearing', 'man', 'stuffed']
['822947841840713728', 'woman', 'man', 'phone', 'holding', 'cell']
['822947863168749568', 'sign', 'street', 'road', 'pole', 'signs']
['822947864720605186', 'sign', 'street', 'writing', 'signs', 'different']
['822947883838078976', 'man', 'sitting', 'woman', 'car', 'holding']
['822947891874500608', 'people', 'man', 'group', 'traffic', 'men']
['822947895594909697', 'man', 'bear', 'people', 'apples', 'teddy']
['822947900133089281', 'man', 'sitting', 'holding', 'woman', 'laying']
['822947905095041024', 'group', 'team', 'tennis', 'court', 'soccer']
['822947905589956608', 'red', 'laying', 'scissors', 'sign', 'frisbee']
['822947910384029696', 'man', 'wearing', 'holding', 'suit', 'standing']
['822947918243975168', 'baseball', 'men', 'group', 'players', 'playing']
['822947924141162496', 'sign', 'man', 'sitting', 'writing', 'street']
['822947934593388544', 'black', 'photo', 'street', 'old', 'white']
['822947943107952641', 'group', 'team', 'baseball', 'soccer', 'tennis']
['822947946819764224', 'holding', 'woman', 'man', 'baseball', 'player']
['822947948572983296', 'people', 'crowd', 'group', 'man', 'street']
['822947950926200836', 'sitting', 'sign', 'street', 'signs', 'station']
['822947960115736576', 'man', 'woman', 'picture', 'holding', 'wearing']
['822947972430241792', 'skateboard', 'man', 'skateboarder', 'skate', 'trick']
['822947973789351939', 'sign', 'street', 'man', 'woman', 'road']
['822947986707607552', 'sign', 'street', 'signs', 'road', 'restaurant']
['822948000439926784', 'group', 'people', 'holding', 'men', 'playing']
['822948012523655169', 'crowd', 'people', 'large', 'parade', 'group']
['822948014364839936', 'man', 'woman', 'sitting', 'men', 'picture']
['822948022065709056', 'people', 'crowd', 'group', 'large', 'sitting']
['822948025375059972', 'baseball', 'white', 'group', 'people', 'holding']
['822948040197607424', 'people', 'group', 'street', 'motorcycles', 'crowd']
['822948043993464833', 'street', 'black', 'photo', 'city', 'road']
['822948048074633217', 'holding', 'wearing', 'woman', 'tie', 'young']
['822948052143054848', 'sign', 'street', 'pole', 'signs', 'sitting']
['822948058874970112', 'soccer', 'man', 'sitting', 'men', 'players']
['822948081473908738', 'sitting', 'table', 'black', 'remote', 'sit']
['822948084548325377', 'sitting', 'people', 'man', 'group', 'men']
['822948103946801152', 'truck', 'street', 'white', 'car', 'red']
['822948121655308290', 'red', 'baseball', 'motorcycle', 'sitting', 'player']
['822948125144858624', 'people', 'street', 'crowd', 'group', 'parade']
['822948129867710464', 'man', 'riding', 'tree', 'sitting', 'wearing']
['822948153771102208', 'sign', 'street', 'different', 'signs', 'sitting']
['822948182812459008', 'street', 'cars', 'traffic', 'road', 'city']
['822948183366045697', 'baseball', 'player', 'man', 'players', 'professional']
['822948185228382208', 'baseball', 'holding', 'black', 'man', 'picture']
['822948189166829568', 'sitting', 'woman', 'laying', 'people', 'dog']
['822948208573902848', 'skateboard', 'man', 'black', 'sitting', 'wearing']
['822948215783825408', 'man', 'player', 'tennis', 'sitting', 'holding']
['822948219365761027', 'sitting', 'mountain', 'water', 'airplane', 'ocean']
['822948227980918784', 'street', 'people', 'store', 'man', 'signs']
['822948232603062272', 'man', 'holding', 'boy', 'frisbee', 'young']
['822948233391513602', 'picture', 'sitting', 'wall', 'photo', 'white']
['822948241113284608', 'street', 'road', 'sign', 'cars', 'clock']
['822948253519974402', 'people', 'group', 'street', 'sitting', 'man']
['822948257416511488', 'holding', 'woman', 'girl', 'flying', 'young']
['822948261036179458', 'sitting', 'couch', 'man', 'laying', 'sleeping']
['822948263473057793', 'dog', 'frisbee', 'black', 'white', 'mouth']
['822948267235360769', 'street', 'sign', 'signs', 'road', 'sitting']
['822948269122797569', 'sign', 'street', 'writing', 'sitting', 'turn']
['822948271463288832', 'people', 'street', 'group', 'horses', 'crowd']
['822948271710736385', 'man', 'woman', 'phone', 'cell', 'men']
['822948277469462528', 'team', 'group', 'holding', 'standing', 'tennis']
['822948296020951040', 'crowd', 'people', 'filled', 'large', 'red']
['822948296964632578', 'holding', 'boy', 'sitting', 'woman', 'young']
['822948320209469440', 'people', 'crowd', 'sitting', 'man', 'outside']
['822948329336274945', 'truck', 'red', 'car', 'sitting', 'black']
['822948340958629890', 'man', 'baseball', 'group', 'men', 'holding']
['822948351737991169', 'man', 'people', 'crowd', 'street', 'woman']
['822948360730591232', 'sign', 'street', 'signs', 'pole', 'road']
['822948361489842176', 'sign', 'group', 'signs', 'sitting', 'street']
['822948372805865472', 'man', 'wearing', 'suit', 'tie', 'woman']
['822948379541934080', 'people', 'man', 'woman', 'group', 'picture']
['822948391403417601', 'sky', 'flying', 'white', 'airplane', 'plane']
['822948405425172481', 'team', 'group', 'air', 'soccer', 'men']
['822948407543234564', 'sign', 'man', 'bear', 'teddy', 'holding']
['822948420910452736', 'people', 'sitting', 'table', 'group', 'market']
['822948424328892418', 'man', 'baseball', 'field', 'player', 'men']
['822948427176804353', 'sitting', 'table', 'board', 'display', 'cup']
['822948435791900672', 'sign', 'wall', 'signs', 'sitting', 'street']
['822948438308483072', 'man', 'holding', 'phone', 'cell', 'wearing']
['822948438727741440', 'skateboard', 'man', 'sitting', 'wearing', 'phone']
['822948448919900160', 'table', 'bear', 'sign', 'sitting', 'teddy']
['822948451923021824', 'teddy', 'bear', 'stuffed', 'laying', 'sitting']
['822948462950023170', 'people', 'flying', 'large', 'water', 'kites']
['822948464111845376', 'lined', 'different', 'remote', 'bunch', 'sitting']
['822948471195975680', 'plate', 'sitting', 'teddy', 'white', 'food']
['822948482981986304', 'people', 'group', 'men', 'sitting', 'man']
['822948485674790913', 'signs', 'street', 'different', 'sign', 'close']
['822948487105024001', 'group', 'soccer', 'playing', 'young', 'team']
['822948492008165382', 'man', 'woman', 'phone', 'cell', 'taking']
['822948496449929216', 'different', 'game', 'controllers', 'sitting', 'picture']
['822948499587235842', 'black', 'sitting', 'trees', 'white', 'red']
['822948522467217409', 'sitting', 'man', 'woman', 'couch', 'men']
['822948561340010496', 'group', 'team', 'picture', 'men', 'photo']
['822948565433466881', 'sitting', 'picture', 'sign', 'photo', 'black']
['822948592046534657', 'woman', 'young', 'boy', 'wearing', 'teeth']
['822948614263754753', 'white', 'black', 'man', 'horse', 'sitting']
['822948615341703169', 'sign', 'street', 'tree', 'traffic', 'trees']
['822948624913068032', 'sign', 'different', 'picture', 'signs', 'wall']
['822948631586230273', 'man', 'phone', 'cell', 'men', 'woman']
['822948632026578944', 'trees', 'sitting', 'field', 'grass', 'black']
['822948636812251137', 'road', 'street', 'trees', 'black', 'sign']
['822948641933524998', 'sign', 'different', 'photos', 'signs', 'store']
['822948642260713473', 'people', 'street', 'group', 'signs', 'sitting']
['822948645695844353', 'sign', 'street', 'signs', 'road', 'pole']
['822948649059631104', 'woman', 'phone', 'holding', 'cell', 'man']
['822948657905307648', 'people', 'trees', 'tree', 'large', 'sitting']
['822948663815245825', 'man', 'black', 'men', 'sitting', 'holding']
['822948686326067204', 'group', 'sitting', 'picture', 'team', 'men']
['822948699580039177', 'holding', 'bear', 'teddy', 'sitting', 'sign']
['822948714939609088', 'man', 'laying', 'skateboard', 'sitting', 'person']
['822948719066808320', 'sign', 'red', 'street', 'sitting', 'signs']
['822948721885212672', 'men', 'woman', 'cell', 'man', 'phone']
['822948736854818816', 'man', 'people', 'street', 'sign', 'men']
['822948737106313217', 'standing', 'man', 'holding', 'woman', 'posing']
['822948739975290880', 'sign', 'dog', 'sitting', 'horse', 'man']
['822948742739279872', 'sitting', 'woman', 'man', 'bench', 'holding']
['822948742890397696', 'boy', 'man', 'holding', 'baseball', 'ball']
['822948745708969986', 'man', 'sitting', 'luggage', 'woman', 'suitcase']
['822948756387758081', 'woman', 'teeth', 'wearing', 'man', 'hair']
['822948771071934464', 'people', 'street', 'signs', 'crowd', 'group']
['822948771403329537', 'people', 'playing', 'men', 'group', 'man']
['822948792139968512', 'man', 'sitting', 'playing', 'woman', 'men']
['822948803955130368', 'people', 'sitting', 'man', 'crowd', 'air']
['822948804173262849', 'group', 'sitting', 'teddy', 'stuffed', 'people']
['822948806303956992', 'man', 'sitting', 'phone', 'holding', 'cell']
['822948811777576964', 'sitting', 'trees', 'plane', 'airplane', 'flying']
['822948820463947776', 'people', 'crowd', 'group', 'team', 'different']
['822948824306032641', 'men', 'tennis', 'holding', 'group', 'picture']
['822948825258229769', 'bananas', 'sitting', 'man', 'woman', 'tree']
['822948835148185600', 'sitting', 'board', 'bananas', 'table', 'bunch']
['822948842886856706', 'man', 'people', 'sign', 'signs', 'group']
['822948851036409856', 'people', 'man', 'street', 'sign', 'outside']
['822948866567835648', 'player', 'man', 'ball', 'tennis', 'court']
['822948880543338502', 'man', 'men', 'holding', 'standing', 'baseball']
['822948881101156353', 'holding', 'wearing', 'woman', 'man', 'young']
['822948891108765697', 'truck', 'parked', 'black', 'car', 'grass']
['822948893411409920', 'holding', 'man', 'phone', 'wearing', 'face']
['822948898306224128', 'men', 'man', 'baseball', 'player', 'sitting']
['822948902961901572', 'teddy', 'people', 'group', 'stuffed', 'bears']
['822948903951749121', 'bear', 'teddy', 'people', 'man', 'sitting']
['822948916815663105', 'man', 'men', 'sign', 'sitting', 'standing']
['822948930749136897', 'red', 'sitting', 'wall', 'book', 'books']
['822948935241175040', 'men', 'man', 'suit', 'suits', 'picture']
['822948945735417856', 'sign', 'street', 'writing', 'signs', 'sitting']
['822948952806932480', 'wall', 'scissors', 'grass', 'pair', 'sitting']
['822948957105967108', 'man', 'woman', 'phone', 'cell', 'people']
['822948971744284673', 'man', 'wearing', 'holding', 'tie', 'smiling']
['822948975313645569', 'sitting', 'woman', 'couch', 'man', 'laying']
['822948981344964608', 'sign', 'street', 'holding', 'man', 'woman']
['822948984847298560', 'man', 'woman', 'wearing', 'cell', 'phone']
['822948989041602565', 'people', 'street', 'group', 'crowd', 'large']
['822949001809035265', 'men', 'man', 'sitting', 'people', 'holding']
['822949003209752576', 'dog', 'grass', 'dogs', 'laying', 'frisbee']
['822949010667229184', 'birds', 'colorful', 'sitting', 'stuffed', 'kites']
['822949021140549632', 'people', 'men', 'man', 'group', 'luggage']
['822949025200701440', 'man', 'taking', 'woman', 'person', 'phone']
['822949033320681472', 'people', 'man', 'street', 'holding', 'group']
['822949038408552448', 'tree', 'bird', 'sitting', 'birds', 'branch']
['822949057538772993', 'street', 'signs', 'sign', 'road', 'highway']
['822949065268695041', 'skateboard', 'man', 'sitting', 'trick', 'skateboarder']
['822949079080697858', 'woman', 'man', 'wearing', 'horse', 'hat']
['822949099548749825', 'man', 'sitting', 'holding', 'hat', 'standing']
['822949120591572994', 'tennis', 'group', 'team', 'holding', 'standing']
['822949125171847168', 'man', 'suit', 'men', 'standing', 'picture']
['822949125184430080', 'game', 'tv', 'television', 'player', 'people']
['822949127252312064', 'cars', 'parked', 'road', 'view', 'people']
['822949131933122560', 'woman', 'picture', 'man', 'holding', 'women']
['822949133203881984', 'tree', 'sitting', 'branch', 'bird', 'bananas']
['822949158185222144', 'holding', 'woman', 'dog', 'man', 'bear']
['822949159804121088', 'baseball', 'man', 'men', 'crowd', 'people']
['822949172454141952', 'street', 'people', 'traffic', 'road', 'cars']
['822949174425567232', 'man', 'woman', 'white', 'wearing', 'black']
['822949174866046977', 'black', 'picture', 'sign', 'white', 'photo']
['822949192280768512', 'street', 'sign', 'signs', 'sitting', 'road']
['822949197972439040', 'water', 'trees', 'field', 'sitting', 'river']
['822949201223053313', 'man', 'street', 'skateboard', 'riding', 'woman']
['822949206381895680', 'picture', 'men', 'photo', 'holding', 'sitting']
['822949207161999360', 'baseball', 'holding', 'team', 'group', 'men']
['822949212182745088', 'man', 'woman', 'holding', 'teeth', 'brushing']
['822949232692731904', 'cat', 'laying', 'black', 'sleeping', 'sitting']
['822949248186667008', 'wearing', 'man', 'bear', 'teddy', 'holding']
['822949249885360128', 'snow', 'young', 'standing', 'woman', 'kids']
['822949257028112384', 'man', 'suit', 'tie', 'wearing', 'holding']
['822949277215248384', 'sitting', 'playing', 'man', 'table', 'couch']
['822949282697330689', 'man', 'men', 'suit', 'woman', 'phone']
['822949283288780800', 'phone', 'woman', 'cell', 'sitting', 'holding']
['822949303236710400', 'flowers', 'people', 'tree', 'trees', 'man']
['822949316255944704', 'sitting', 'man', 'table', 'men', 'people']
['822949325114208257', 'men', 'sitting', 'group', 'man', 'picture']
['822949328125882370', 'holding', 'man', 'boy', 'playing', 'wii']
['822949337667760128', 'sign', 'street', 'traffic', 'signs', 'white']
['822949341774155776', 'man', 'sign', 'woman', 'street', 'sitting']
['822949356571488256', 'people', 'teddy', 'man', 'group', 'stuffed']
['822949359214010368', 'sitting', 'woman', 'people', 'men', 'holding']
['822949389123653632', 'people', 'man', 'group', 'street', 'crowd']
['822949392860741632', 'man', 'phone', 'cell', 'woman', 'game']
['822949395121471489', 'sitting', 'birds', 'bird', 'perched', 'pole']
['822949396937482240', 'wall', 'items', 'different', 'sitting', 'shelf']
['822949400855113728', 'man', 'sign', 'holding', 'woman', 'wearing']
['822949401496875008', 'donuts', 'sitting', 'donut', 'white', 'doughnut']
['822949402130214912', 'baseball', 'holding', 'player', 'players', 'young']
['822949402264354817', 'man', 'woman', 'wearing', 'phone', 'sitting']
['822949409675743232', 'sitting', 'woman', 'man', 'holding', 'bench']
['822949421390434305', 'people', 'street', 'city', 'group', 'walking']
['822949424242380800', 'clock', 'tower', 'building', 'night', 'large']
['822949425832226816', 'man', 'holding', 'boy', 'sitting', 'young']
['822949429523218432', 'player', 'man', 'baseball', 'playing', 'game']
['822949436699643904', 'man', 'woman', 'holding', 'wearing', 'sitting']
['822949439191056384', 'ground', 'white', 'plane', 'laying', 'small']
['822949444664619009', 'man', 'player', 'ball', 'trick', 'air']
['822949459130810369', 'skateboard', 'man', 'sitting', 'boy', 'young']
['822949464625192960', 'man', 'truck', 'sitting', 'car', 'wearing']
['822949474821664769', 'keyboard', 'sitting', 'black', 'laptop', 'picture']
['822949478256644097', 'man', 'sitting', 'laptop', 'keyboard', 'laying']
['822949479099678720', 'sign', 'street', 'red', 'stop', 'sitting']
['822949479896608770', 'sitting', 'white', 'man', 'black', 'street']
['822949482304147456', 'people', 'man', 'men', 'skateboard', 'group']
['822949485437403140', 'sitting', 'people', 'men', 'man', 'women']
['822949510540361728', 'road', 'truck', 'black', 'street', 'car']
['822949513304436737', 'sitting', 'couch', 'man', 'holding', 'boy']
['822949517649649664', 'boy', 'playing', 'sitting', 'people', 'kids']
['822949528735191041', 'man', 'sitting', 'phone', 'woman', 'cell']
['822949529800605697', 'man', 'wearing', 'keyboard', 'laying', 'holding']
['822949529829838848', 'sky', 'flying', 'white', 'sitting', 'picture']
['822949542949777408', 'sign', 'baseball', 'sitting', 'black', 'ball']
['822949543016886273', 'man', 'sitting', 'holding', 'wearing', 'baseball']
['822949552571424768', 'man', 'air', 'sitting', 'trick', 'player']
['822949554832150529', 'man', 'sitting', 'woman', 'holding', 'bench']
['822949563040288768', 'sitting', 'bench', 'city', 'street', 'tree']
['822949573819793410', 'people', 'sitting', 'group', 'man', 'men']
['822949576281825280', 'sign', 'signs', 'man', 'street', 'different']
['822949576906829826', 'black', 'picture', 'white', 'sign', 'sitting']
['822949591163215872', 'baseball', 'player', 'man', 'bat', 'game']
['822949594900201475', 'man', 'woman', 'sitting', 'men', 'black']
['822949615573946368', 'man', 'men', 'people', 'sign', 'sitting']
['822949616987545607', 'man', 'black', 'laying', 'sitting', 'woman']
['822949641553645568', 'street', 'people', 'traffic', 'group', 'sign']
['822949649271005184', 'phone', 'cell', 'woman', 'boy', 'young']
['822949650667864064', 'people', 'group', 'street', 'crowd', 'outside']
['822949656657149952', 'sign', 'scissors', 'pole', 'sitting', 'like']
['822949657210916864', 'sitting', 'man', 'table', 'people', 'men']
['822949660893450241', 'people', 'woman', 'group', 'playing', 'women']
['822949667545776130', 'car', 'truck', 'window', 'road', 'parked']
['822949667864334338', 'man', 'woman', 'people', 'phone', 'cell']
['822949676144009217', 'street', 'people', 'traffic', 'road', 'cars']
['822949695303667714', 'man', 'skateboard', 'riding', 'skate', 'skateboarder']
['822949713129390085', 'man', 'suit', 'sitting', 'holding', 'sign']
['822949715608293376', 'sitting', 'man', 'snow', 'red', 'vase']
['822949718426796032', 'man', 'suit', 'tie', 'wearing', 'black']
['822949728543502338', 'christmas', 'people', 'sitting', 'room', 'man']
['822949733115330579', 'flowers', 'sitting', 'white', 'vase', 'picture']
['822949744960032773', 'red', 'man', 'sitting', 'holding', 'woman']
['822949744985174021', 'man', 'suit', 'wearing', 'tie', 'standing']
['822949754074234880', 'sitting', 'man', 'skateboard', 'phone', 'woman']
['822949756293025795', 'motorcycle', 'black', 'car', 'parked', 'red']
['822949756553072640', 'man', 'skateboard', 'riding', 'wearing', 'holding']
['822949768624107520', 'group', 'people', 'men', 'picture', 'standing']
['822949769232273408', 'group', 'people', 'men', 'holding', 'sitting']
['822949771828662272', 'wearing', 'man', 'hat', 'white', 'woman']
['822949800542806016', 'man', 'phone', 'holding', 'cell', 'baseball']
['822949811083087872', 'room', 'man', 'living', 'playing', 'game']
['822949822701375489', 'truck', 'car', 'road', 'motorcycle', 'street']
['822949826912362501', 'man', 'standing', 'woman', 'holding', 'sitting']
['822949829403934721', 'plane', 'airplane', 'red', 'sitting', 'sky']
['822949830465126400', 'street', 'sign', 'sky', 'pole', 'white']
['822949836408242176', 'men', 'soccer', 'man', 'court', 'standing']
['822949840476839936', 'white', 'different', 'black', 'sitting', 'picture']
['822949856742412291', 'man', 'skateboard', 'skateboarder', 'person', 'riding']
['822949870973566976', 'boy', 'young', 'holding', 'baseball', 'wearing']
['822949872923881472', 'black', 'photo', 'picture', 'sitting', 'white']
['822949873167179778', 'man', 'people', 'crowd', 'group', 'woman']
['822949877055361025', 'man', 'air', 'person', 'sitting', 'board']
['822949885100036097', 'street', 'signs', 'store', 'people', 'different']
['822949891878088707', 'street', 'air', 'baseball', 'traffic', 'race']
['822949895258640384', 'men', 'group', 'people', 'sitting', 'playing']
['822949911670853633', 'man', 'suit', 'sign', 'wearing', 'tie']
['822949939252789248', 'men', 'holding', 'group', 'standing', 'people']
['822949941991456768', 'people', 'street', 'group', 'kites', 'crowd']
['822949943891677185', 'green', 'tree', 'bird', 'sitting', 'plant']
['822949950690562049', 'group', 'standing', 'men', 'people', 'women']
['822949958206836737', 'sitting', 'young', 'soccer', 'boys', 'boy']
['822949963558768642', 'clouds', 'cloudy', 'road', 'airplane', 'flying']
['822949969162342401', 'group', 'holding', 'man', 'standing', 'men']
['822949979761364992', 'man', 'wearing', 'baseball', 'white', 'tie']
['822949985457242113', 'sign', 'man', 'signs', 'street', 'standing']
['822949985952104452', 'people', 'woman', 'man', 'playing', 'women']
['822949990016413698', 'field', 'people', 'group', 'night', 'playing']
['822949992990179328', 'man', 'wearing', 'tie', 'suit', 'standing']
['822949996286844928', 'man', 'sitting', 'bench', 'holding', 'suit']
['822950000560930816', 'riding', 'mountain', 'man', 'people', 'sitting']
['822950003433844736', 'white', 'man', 'wearing', 'teddy', 'holding']
['822950010622984193', 'trees', 'tree', 'sitting', 'colorful', 'orange']
['822950027446419456', 'plate', 'bowl', 'sitting', 'bananas', 'fruit']
['822950034413146112', 'holding', 'man', 'men', 'group', 'standing']
['822950035335839744', 'person', 'hand', 'holding', 'man', 'sitting']
['822950041891573761', 'table', 'sitting', 'items', 'different', 'signs']
['822950042218668033', 'sun', 'sunset', 'night', 'sitting', 'water']
['822950049655046145', 'man', 'suit', 'tie', 'sitting', 'wearing']
['822950051714633730', 'train', 'black', 'sitting', 'plane', 'airplane']
['822950067971780608', 'man', 'men', 'sitting', 'people', 'couple']
['822950073885671426', 'man', 'suit', 'standing', 'room', 'window']
['822950076670742528', 'street', 'sign', 'signs', 'people', 'group']
['822950083100626946', 'photo', 'black', 'white', 'picture', 'sitting']
['822950113320599552', 'sign', 'street', 'signs', 'traffic', 'sitting']
['822950122543841280', 'sitting', 'cat', 'laying', 'black', 'wooden']
['822950139530645504', 'man', 'clock', 'trees', 'tree', 'picture']
['822950142076588034', 'people', 'man', 'sitting', 'road', 'car']
['822950152629522432', 'people', 'group', 'street', 'standing', 'walking']
['822950157788573697', 'skateboard', 'street', 'man', 'men', 'skateboards']
['822950180702089216', 'street', 'signs', 'sign', 'pole', 'road']
['822950181612175361', 'green', 'laying', 'sitting', 'bananas', 'bed']
['822950186053840897', 'men', 'picture', 'group', 'team', 'standing']
['822950200540991490', 'phone', 'cell', 'woman', 'people', 'man']
['822950206891114496', 'people', 'group', 'sitting', 'crowd', 'bunch']
['822950214369742848', 'man', 'skateboard', 'playing', 'boy', 'ball']
['822950221164384256', 'street', 'sitting', 'traffic', 'sign', 'light']
['822950222653321216', 'sign', 'street', 'signs', 'sitting', 'road']
['822950235261571073', 'man', 'tie', 'suit', 'wearing', 'picture']
['822950242039529474', 'baseball', 'soccer', 'player', 'ball', 'laying']
['822950244895834112', 'man', 'holding', 'baseball', 'player', 'wearing']
['822950258732859394', 'sitting', 'cake', 'birthday', 'lit', 'train']
['822950259114569729', 'people', 'street', 'signs', 'crowd', 'group']
['822950269285699584', 'man', 'holding', 'wii', 'game', 'woman']
['822950276948705280', 'people', 'group', 'skateboard', 'men', 'skate']
['822950286650118144', 'sign', 'street', 'people', 'man', 'signs']
['822950298884931586', 'soccer', 'playing', 'group', 'men', 'ball']
['822950312642248704', 'motorcycle', 'sitting', 'riding', 'people', 'man']
['822950313476792320', 'playing', 'game', 'player', 'ball', 'men']
['822950320787640320', 'sitting', 'man', 'player', 'bench', 'riding']
['822950327284482048', 'group', 'people', 'red', 'sitting', 'motorcycles']
['822950372872515584', 'man', 'woman', 'sitting', 'holding', 'picture']
['822950373572964352', 'man', 'woman', 'holding', 'phone', 'wearing']
['822950391281283073', 'woman', 'man', 'holding', 'stuffed', 'teddy']
['822950392896126976', 'men', 'man', 'suits', 'standing', 'wearing']
['822950402983362562', 'people', 'group', 'crowd', 'baseball', 'sitting']
['822950408255664128', 'men', 'people', 'man', 'woman', 'group']
['822950413540302848', 'holding', 'man', 'standing', 'men', 'picture']
['822950414719025152', 'man', 'street', 'holding', 'sign', 'standing']
['822950416392585217', 'man', 'sitting', 'people', 'men', 'woman']
['822950435296333828', 'man', 'sitting', 'skateboard', 'wearing', 'riding']
['822950451779948544', 'traffic', 'street', 'light', 'lights', 'sign']
['822950465763737602', 'teddy', 'bear', 'man', 'sitting', 'flowers']
['822950467261100032', 'person', 'hand', 'holding', 'man', 'sitting']
['822950474760519685', 'sitting', 'people', 'riding', 'street', 'man']
['822950480548663296', 'man', 'sitting', 'table', 'kitchen', 'food']
['822950484642144256', 'man', 'men', 'sitting', 'people', 'woman']
['822950490610827265', 'wearing', 'woman', 'man', 'holding', 'baseball']
['822950514052702208', 'sign', 'boy', 'skateboard', 'sitting', 'street']
['822950519182336001', 'man', 'woman', 'taking', 'holding', 'phone']
['822950520511827968', 'street', 'tree', 'city', 'trees', 'traffic']
['822950532335730690', 'man', 'baseball', 'woman', 'holding', 'wearing']
['822950533501743104', 'man', 'black', 'baseball', 'player', 'keyboard']
['822950561213452288', 'flowers', 'sitting', 'plants', 'garden', 'trees']
['822950564044673024', 'woman', 'man', 'wearing', 'sitting', 'phone']
['822950575599972352', 'man', 'skateboard', 'sign', 'street', 'men']
['822950575830663172', 'bear', 'teddy', 'sitting', 'white', 'laying']
['822950588702949376', 'man', 'riding', 'baseball', 'woman', 'holding']
['822950589734776832', 'sitting', 'display', 'man', 'store', 'wall']
